Date,Close_VALE3,Volume_VALE3,Close_Dolar,Close_Petroleo,Close_Ibovespa,Close_Minerio
2023-09-05,57.046424865722656,19253500,4.9705,86.69000244140625,117331.0,55.72749328613281
2023-09-06,56.130043029785156,28466500,4.9762,87.54000091552734,115985.0,55.64838409423828
2023-09-08,55.07332992553711,19989200,4.9835,87.51000213623047,115313.0,53.81131362915039
2023-09-11,55.865867614746094,19493800,4.9366,87.29000091552734,116883.0,55.622013092041016
2023-09-12,55.82459259033203,14201300,4.9505,88.83999633789062,117968.0,55.542903900146484
2023-09-13,55.609947204589844,15448400,4.9171,88.5199966430664,118176.0,55.472591400146484
2023-09-14,57.88850021362305,62390300,4.8751,90.16000366210938,119392.0,58.039215087890625
2023-09-15,57.40967559814453,37901700,4.8689,90.7699966430664,118758.0,57.88100051879883
2023-09-18,56.73271560668945,21849000,4.8535,91.4800033569336,118288.0,57.371185302734375
2023-09-19,56.84003448486328,43870300,4.8575,91.19999694824219,117846.0,57.4942512512207
2023-09-20,57.21979522705078,14372200,4.8487,90.27999877929688,118695.0,57.59093475341797
2023-09-21,55.72552490234375,21686000,4.9229,89.62999725341797,116145.0,56.02634811401367
2023-09-22,56.138301849365234,17063700,4.9131,90.02999877929688,116009.0,56.31641387939453
2023-09-25,54.982513427734375,34715000,4.9606,89.68000030517578,115925.0,55.43742752075195
2023-09-26,54.123924255371094,24178800,4.9717,90.38999938964844,114193.0,54.505706787109375
2023-09-27,54.239501953125,17109300,5.0289,93.68000030517578,114327.0,54.778194427490234
2023-09-28,55.06507110595703,26072300,5.0475,91.70999908447266,115731.0,56.07029724121094
2023-09-29,55.791568756103516,19018000,5.0076,90.79000091552734,116565.0,55.93844985961914
2023-10-02,55.304481506347656,11175900,5.0679,88.81999969482422,115057.0,55.11220932006836
2023-10-03,54.966007232666016,15268800,5.11,89.2300033569336,113419.0,53.96073532104492
2023-10-04,54.37985610961914,14377000,5.1526,84.22000122070312,113607.0,53.160865783691406
2023-10-05,54.40462112426758,11556300,5.1713,82.30999755859375,113284.0,53.53003692626953
2023-10-06,55.197166442871094,22711400,5.1918,82.79000091552734,114170.0,54.496917724609375
2023-10-09,54.8008918762207,14392200,5.1666,86.37999725341797,115156.0,53.872840881347656
2023-10-10,55.13111877441406,18261700,5.0862,85.97000122070312,116737.0,54.9539909362793
2023-10-11,55.609947204589844,13659400,5.0496,83.48999786376953,117051.0,55.34074020385742
