Date,Close_BBAS3,Volume_BBAS3,Close_Dolar,Close_Petroleo,Close_Ibovespa,Close_Minerio
2023-09-05,20.910886764526367,15288200,4.9705,86.69000244140625,117331.0,55.72749710083008
2023-09-06,20.768817901611328,14183600,4.9762,87.54000091552734,115985.0,55.64838790893555
2023-09-08,20.706663131713867,15485200,4.9835,87.51000213623047,115313.0,53.81131362915039
2023-09-11,21.03519630432129,14399800,4.9366,87.29000091552734,116883.0,55.62201690673828
2023-09-12,21.14885139465332,15370400,4.9505,88.83999633789062,117968.0,55.542903900146484
2023-09-13,21.130966186523438,14725600,4.9171,88.5199966430664,118176.0,55.472591400146484
2023-09-14,21.189096450805664,14569800,4.8751,90.16000366210938,119392.0,58.03921890258789
2023-09-15,21.260635375976562,21606000,4.8689,90.7699966430664,118758.0,57.88099670410156
2023-09-18,21.17121124267578,20200800,4.8535,91.4800033569336,118288.0,57.37118911743164
2023-09-19,21.139909744262695,15278200,4.8575,91.19999694824219,117846.0,57.4942512512207
2023-09-20,21.32770347595215,14760600,4.8487,90.27999877929688,118695.0,57.59093475341797
2023-09-21,20.84033966064453,16633600,4.9229,89.62999725341797,116145.0,56.02635192871094
2023-09-22,20.876110076904297,10722800,4.9131,90.02999877929688,116009.0,56.31641387939453
2023-09-25,20.75538444519043,18254000,4.9606,89.68000030517578,115925.0,55.43743133544922
2023-09-26,20.460285186767578,23590000,4.9717,90.38999938964844,114193.0,54.50570297241211
2023-09-27,20.639137268066406,22109000,5.0289,93.68000030517578,114327.0,54.77819061279297
2023-09-28,21.30087661743164,23827200,5.0475,91.70999908447266,115731.0,56.07029724121094
2023-09-29,21.095199584960938,10906400,5.0076,90.79000091552734,116565.0,55.93844985961914
2023-10-02,21.037071228027344,9462400,5.0679,88.81999969482422,115057.0,55.112205505371094
2023-10-03,20.768802642822266,12873200,5.11,89.2300033569336,113419.0,53.96073532104492
2023-10-04,20.925294876098633,16379400,5.1526,84.22000122070312,113607.0,53.16086196899414
2023-10-05,20.987884521484375,15530000,5.1713,82.30999755859375,113284.0,53.53003692626953
2023-10-06,21.84189224243164,41413600,5.1918,82.79000091552734,114170.0,54.496917724609375
2023-10-09,21.72564125061035,19707000,5.1666,86.37999725341797,115156.0,53.872840881347656
2023-10-10,21.689868927001953,19682000,5.0862,85.97000122070312,116737.0,54.9539909362793
2023-10-11,21.895551681518555,16514000,5.0496,83.48999786376953,117051.0,55.340736389160156
2023-10-13,21.828479766845703,21928200,5.0625,87.69000244140625,115754.0,54.8309326171875
