Date,Close_BBDC4,Volume_BBDC4,Close_Dolar,Close_Petroleo,Close_Ibovespa,Close_Minerio
2023-09-05,12.543709754943848,38596300,4.9705,86.69000244140625,117331.0,55.72749710083008
2023-09-06,12.371642112731934,30673700,4.9762,87.54000091552734,115985.0,55.64838790893555
2023-09-08,12.371642112731934,26255000,4.9835,87.51000213623047,115313.0,53.81131362915039
2023-09-11,12.603931427001953,27501400,4.9366,87.29000091552734,116883.0,55.62201690673828
2023-09-12,12.75879192352295,30070000,4.9505,88.83999633789062,117968.0,55.542903900146484
2023-09-13,12.810412406921387,38146100,4.9171,88.5199966430664,118176.0,55.472591400146484
2023-09-14,12.86203384399414,38099300,4.8751,90.16000366210938,119392.0,58.03921890258789
2023-09-15,12.836221694946289,38634100,4.8689,90.7699966430664,118758.0,57.88099670410156
2023-09-18,12.836221694946289,16752200,4.8535,91.4800033569336,118288.0,57.37118911743164
2023-09-19,12.689966201782227,25653600,4.8575,91.19999694824219,117846.0,57.4942512512207
2023-09-20,12.741584777832031,29633200,4.8487,90.27999877929688,118695.0,57.59093475341797
2023-09-21,12.268403053283691,52192300,4.9229,89.62999725341797,116145.0,56.02635192871094
2023-09-22,12.1737642288208,39166700,4.9131,90.02999877929688,116009.0,56.31641387939453
2023-09-25,12.139349937438965,29657400,4.9606,89.68000030517578,115925.0,55.43743133544922
2023-09-26,12.01030158996582,35395500,4.9717,90.38999938964844,114193.0,54.50570297241211
2023-09-27,11.975887298583984,41531600,5.0289,93.68000030517578,114327.0,54.77819061279297
2023-09-28,12.259797096252441,29948700,5.0475,91.70999908447266,115731.0,56.07029724121094
2023-09-29,12.302815437316895,20641500,5.0076,90.79000091552734,116565.0,55.93844985961914
2023-10-02,12.130749702453613,22179800,5.0679,88.81999969482422,115057.0,55.112205505371094
2023-10-03,11.983410835266113,23190500,5.11,89.2300033569336,113419.0,53.96073532104492
2023-10-04,12.388312339782715,45563700,5.1526,84.22000122070312,113607.0,53.16086196899414
2023-10-05,12.440001487731934,40153400,5.1713,82.30999755859375,113284.0,53.53003692626953
2023-10-06,12.46584701538086,29367600,5.1918,82.79000091552734,114170.0,54.496917724609375
2023-10-09,12.353852272033691,20940600,5.1666,86.37999725341797,115156.0,53.872840881347656
2023-10-10,12.491694450378418,21013500,5.0862,85.97000122070312,116737.0,54.9539909362793
2023-10-11,12.672605514526367,31695400,5.0496,83.48999786376953,117051.0,55.340736389160156
2023-10-13,12.48307991027832,31324400,5.0625,87.69000244140625,115754.0,54.8309326171875
2023-10-16,12.612299919128418,24351900,5.0618,86.66000366210938,116534.0,56.3779411315918
2023-10-17,12.48307991027832,27989500,5.0384,86.66000366210938,115908.0,56.580108642578125
2023-10-18,12.37108325958252,32347600,5.0568,88.31999969482422,114060.0,54.8660888671875
2023-10-19,12.431390762329102,24267000,5.054,89.37000274658203,114004.0,54.40902328491211
2023-10-20,12.198782920837402,29052700,5.0528,88.75,113155.0,53.23118591308594
2023-10-23,12.21601390838623,25208300,5.0164,85.48999786376953,112785.0,53.05538558959961
2023-10-24,12.21601390838623,35238200,5.0065,83.73999786376953,113762.0,54.8660888671875
2023-10-25,12.18155574798584,44133500,4.9981,85.38999938964844,112830.0,55.472591400146484
2023-10-26,12.491694450378418,52455700,5.0055,83.20999908447266,114777.0,55.45500946044922
2023-10-27,12.362468719482422,43153700,4.948,85.54000091552734,113301.0,56.03513717651367
2023-10-30,12.224630355834961,37855700,5.0074,82.30999755859375,112532.0,56.4394645690918
2023-10-31,12.052328109741211,32793200,5.0575,81.0199966430664,113144.0,56.553733825683594
2023-11-01,12.164323806762695,42471800,5.0194,80.44000244140625,115053.0,57.20418930053711
2023-11-03,12.74142074584961,70577700,4.891,80.51000213623047,118160.0,58.27654266357422
2023-11-06,12.732792854309082,23949400,4.8999,80.81999969482422,118487.0,58.610557556152344
2023-11-07,13.069228172302246,80300200,4.867,77.37000274658203,119268.0,56.87016677856445
2023-11-08,13.138240814208984,33468600,4.8855,75.33000183105469,119099.0,56.77347946166992
2023-11-09,13.164121627807617,45228200,4.9007,75.73999786376953,119012.0,56.65921401977539
2023-11-10,12.974336624145508,66453700,4.9219,77.16999816894531,120636.0,57.53819274902344
2023-11-13,12.71553897857666,47338000,4.9247,78.26000213623047,120376.0,57.6436767578125
2023-11-14,12.982964515686035,42559800,4.8682,78.26000213623047,123328.0,59.60380935668945
2023-11-16,13.431543350219727,60626800,4.8575,72.9000015258789,124576.0,59.463165283203125
2023-11-17,13.310770988464355,34543100,4.8849,75.88999938964844,125062.0,59.93782424926758
2023-11-20,13.34527587890625,26702200,4.8723,77.5999984741211,126095.0,60.851966857910156
2023-11-21,13.293517112731934,17047900,4.8806,77.7699966430664,125607.0,61.73973846435547
2023-11-22,13.56956672668457,39082200,4.8968,77.0999984741211,126035.0,61.396934509277344
2023-11-24,13.940507888793945,28854100,4.8927,75.54000091552734,125542.0,61.28266525268555
2023-11-27,13.85424518585205,25263900,4.8951,74.86000061035156,125683.0,60.67616271972656
2023-11-28,13.98364543914795,43584200,4.8867,76.41000366210938,126538.0,61.02775573730469
2023-11-29,13.914631843566895,36063500,4.8933,77.86000061035156,126101.0,60.535526275634766
2023-11-30,14.035401344299316,54061000,4.9355,75.95999908447266,127331.0,60.72889709472656
2023-12-01,14.078536987304688,43911800,4.9191,74.06999969482422,128103.0,62.54840087890625
2023-12-04,13.974010467529297,24320200,4.9091,73.04000091552734,126803.0,60.693748474121094
2023-12-05,14.103559494018555,33186200,4.9522,72.31999969482422,126903.0,60.20151138305664
2023-12-06,13.95673656463623,33542000,4.9031,69.37999725341797,125623.0,60.64100646972656
2023-12-07,13.991287231445312,26382800,4.8949,69.33999633789062,126010.0,61.915531158447266
2023-12-08,14.215836524963379,40696300,4.9158,71.2300033569336,127094.0,61.67820358276367
2023-12-11,14.103559494018555,17300300,4.944,71.31999969482422,126916.0,60.781646728515625
2023-12-12,14.034468650817871,114069600,4.9476,68.61000061035156,126403.0,61.03654861450195
2023-12-13,14.647663116455078,73283800,4.958,69.47000122070312,129465.0,61.933109283447266
2023-12-14,14.898128509521484,62827600,4.8912,71.58000183105469,130842.0,63.44496154785156
2023-12-15,15.044951438903809,74469300,4.9397,71.43000030517578,130197.0,63.68228530883789
2023-12-18,15.157227516174316,68532600,4.9399,72.47000122070312,131084.0,64.01630401611328
2023-12-19,15.157227516174316,31387900,4.8663,73.44000244140625,131851.0,64.86012268066406
2023-12-20,14.906763076782227,28935500,4.8766,74.22000122070312,130804.0,63.69107437133789
2023-12-21,14.915399551391602,30227000,4.8755,73.88999938964844,132182.0,65.0447006225586
2023-12-22,14.703020095825195,36672400,4.8619,73.55999755859375,132753.0,64.8952865600586
2023-12-26,14.746702194213867,13390200,4.8368,75.56999969482422,133533.0,65.20292663574219
2023-12-27,14.834061622619629,17838700,4.8306,74.11000061035156,134194.0,65.72151947021484
2023-12-28,14.930163383483887,14852700,4.8413,71.7699966430664,134185.0,65.51936340332031
2024-01-02,14.633131980895996,31715700,4.8916,70.37999725341797,132697.0,65.27324676513672
2024-01-03,14.649727821350098,20470600,4.9212,72.69999694824219,132834.0,64.649169921875
2024-01-04,14.448565483093262,31294000,4.9188,72.19000244140625,131226.0,64.20088958740234
2024-01-05,14.76342487335205,30772400,4.8899,73.80999755859375,132023.0,63.84928894042969
2024-01-08,14.649727821350098,21044300,4.885,70.7699966430664,132427.0,64.02508544921875
2024-01-09,14.25615406036377,49479300,4.8937,72.23999786376953,131447.0,62.28470230102539
2024-01-10,14.011262893676758,39455700,4.8901,71.37000274658203,130841.0,61.80126953125
2024-01-11,13.941289901733398,30915500,4.8794,72.0199966430664,130649.0,61.581512451171875
2024-01-12,13.827594757080078,39595400,4.8543,72.68000030517578,130988.0,61.686988830566406
2024-01-16,13.757622718811035,48307800,4.9038,72.4000015258789,129294.0,60.72889709472656
2024-01-17,13.783862113952637,35712900,4.9346,72.55999755859375,128524.0,59.94660949707031
2024-01-18,13.705150604248047,42665600,4.9403,74.08000183105469,127316.0,60.799224853515625
2024-01-19,13.678908348083496,61792500,4.9223,73.41000366210938,127636.0,60.43004608154297
2024-01-22,13.521479606628418,30906700,4.949,75.19000244140625,126602.0,59.137943267822266
2024-01-23,13.45151138305664,37294600,4.9715,74.37000274658203,128263.0,60.4212532043457
2024-01-24,13.399032592773438,36308700,4.9192,75.08999633789062,127816.0,61.133243560791016
2024-01-25,13.434015274047852,30256900,4.9232,77.36000061035156,128169.0,61.616676330566406
2024-01-26,13.573957443237305,22825700,4.9125,78.01000213623047,128967.0,62.205589294433594
2024-01-29,13.45151138305664,17302700,4.9225,76.77999877929688,128503.0,62.45170974731445
2024-01-30,13.355303764343262,35419800,4.9638,77.81999969482422,127402.0,61.70457458496094
2024-01-31,13.425272941589355,32956700,4.9535,75.8499984741211,127752.0,60.887115478515625
2024-02-01,13.399032592773438,32717300,4.935,73.81999969482422,128481.0,61.63425064086914
2024-02-02,13.4156494140625,41476600,4.9471,72.27999877929688,127182.0,60.192726135253906
2024-02-05,13.687114715576172,31582200,5.0053,72.77999877929688,127593.0,59.33131790161133
2024-02-06,14.536543846130371,99040100,4.9687,73.30999755859375,130416.0,60.05208969116211
2024-02-07,12.224703788757324,341120300,4.9608,73.86000061035156,129608.0,60.227882385253906
2024-02-08,11.874427795410156,156143100,4.9804,76.22000122070312,128217.0,59.86750411987305
2024-02-09,11.786859512329102,99727200,4.9717,76.83999633789062,128026.0,59.70049285888672
2024-02-14,11.708045959472656,46804300,4.9723,76.63999938964844,127018.0,58.962154388427734
2024-02-15,11.760586738586426,49860300,4.971,78.02999877929688,127804.0,59.366485595703125
2024-02-16,11.804370880126953,55291600,4.9761,79.19000244140625,128726.0,60.755271911621094
2024-02-20,12.233463287353516,85230500,4.9408,78.18000030517578,129916.0,57.94252395629883
2024-02-21,12.189677238464355,43236100,4.9303,77.91000366210938,130032.0,57.55577850341797
2024-02-22,12.25973129272461,42741200,4.9419,78.61000061035156,130241.0,57.7403678894043
2024-02-23,12.102106094360352,34751100,4.9851,76.48999786376953,129419.0,57.99527359008789
2024-02-26,12.084593772888184,21888800,4.9819,77.58000183105469,129609.0,56.82622528076172
2024-02-27,12.277246475219727,45546800,4.9575,78.87000274658203,131689.0,57.11629104614258
2024-02-28,12.224703788757324,22066700,4.9557,78.54000091552734,130155.0,56.219722747802734
2024-02-29,12.04080867767334,62632200,4.9833,78.26000213623047,129020.0,56.72074508666992
2024-03-01,12.084593772888184,29511700,4.9596,79.97000122070312,129180.0,57.25692367553711
2024-03-04,11.969696044921875,31807800,4.9475,78.73999786376953,128341.0,57.002017974853516
2024-03-05,12.031079292297363,31456000,4.9488,78.1500015258789,128098.0,56.07908630371094
2024-03-06,12.118770599365234,31614900,4.9398,79.12999725341797,128890.0,57.002017974853516
2024-03-07,12.066157341003418,21462000,4.9364,78.93000030517578,128340.0,58.2835807800293
2024-03-08,12.136309623718262,31663900,4.9751,78.01000213623047,127071.0,57.38648986816406
2024-03-11,12.206463813781738,27118300,4.9777,77.93000030517578,126124.0,56.75486373901367
2024-03-12,12.355534553527832,42760600,4.9813,77.55999755859375,127668.0,57.4139518737793
2024-03-13,12.487069129943848,25253000,4.9803,79.72000122070312,128006.0,57.82587814331055
2024-03-14,12.565990447998047,41564200,4.9768,81.26000213623047,127690.0,56.800628662109375
2024-03-15,12.373072624206543,30908700,4.9937,81.04000091552734,126742.0,56.91963195800781
2024-03-18,12.451993942260742,15035500,5.0124,82.72000122070312,126954.0,57.00202178955078
2024-03-19,12.381841659545898,16792800,5.0352,83.47000122070312,127529.0,57.496337890625
2024-03-20,12.539684295654297,35020600,5.012,81.68000030517578,129125.0,58.46665954589844
2024-03-21,12.399380683898926,19771200,4.9807,81.06999969482422,128159.0,58.70466613769531
2024-03-22,12.241537094116211,28438800,4.9897,80.62999725341797,127027.0,57.67026138305664
2024-03-25,12.2239990234375,31920500,4.9869,81.94999694824219,126931.0,58.04557800292969
2024-03-26,12.399380683898926,19219400,4.987,81.62000274658203,126863.0,56.91048049926758
2024-03-27,12.592296600341797,35882600,4.9856,81.3499984741211,127691.0,58.091346740722656
2024-03-28,12.504605293273926,25925000,4.9962,83.16999816894531,128106.0,58.34766387939453
2024-04-01,12.390610694885254,24308100,5.0532,83.70999908447266,126990.0,58.75043487548828
2024-04-02,12.459957122802734,24862500,5.0476,85.1500015258789,127549.0,59.58344268798828
2024-04-03,12.705819129943848,50953400,5.0724,85.43000030517578,127318.0,59.1348991394043
2024-04-04,12.784847259521484,53741700,5.0237,86.58999633789062,127428.0,57.944881439208984
2024-04-05,12.749723434448242,18774100,5.052,86.91000366210938,126795.0,57.67026138305664
2024-04-08,12.837530136108398,23453800,5.0421,86.43000030517578,128857.0,60.48970031738281
2024-04-09,12.916557312011719,23248900,5.008,85.2300033569336,129890.0,61.56986999511719
2024-04-10,12.6443510055542,28689800,5.0654,86.20999908447266,128054.0,60.88331985473633
2024-04-11,12.635573387145996,20195300,5.0765,85.0199966430664,127396.0,60.66361618041992
2024-04-12,12.477518081665039,22530800,5.1364,85.66000366210938,125946.0,60.407310485839844
2024-04-15,12.293121337890625,30053000,5.1746,85.41000366210938,125334.0,61.12132263183594
2024-04-16,12.205313682556152,39993200,5.2635,85.36000061035156,124389.0,60.132694244384766
2024-04-17,12.14384937286377,27611500,5.2469,82.69000244140625,124171.0,61.13047790527344
