Date,Close_SBSP3,Volume_SBSP3,Close_Dolar,Close_Petroleo,Close_Ibovespa,Close_Minerio
2012-08-01,20.562135696411133,1620300,2.0432,88.91000366210938,55623.0,18.95659065246582
2012-08-02,20.321640014648438,811800,2.0475,87.12999725341797,55520.0,18.410783767700195
2012-08-03,20.826677322387695,912900,2.0313,91.4000015258789,57255.0,19.384273529052734
2012-08-06,21.091217041015625,558300,2.0279,92.19999694824219,58345.0,19.75900650024414
2012-08-07,21.247539520263672,1048800,2.0281,93.66999816894531,57726.0,19.881200790405273
2012-08-08,21.45195770263672,980700,2.0273,93.3499984741211,58951.0,20.431079864501953
2012-08-09,21.00945281982422,1035000,2.0182,93.36000061035156,58797.0,20.541057586669922
2012-08-10,21.00945281982422,824400,2.0175,92.87000274658203,59281.0,20.651031494140625
2012-08-13,21.447145462036133,1096200,2.0266,92.7300033569336,59123.0,20.50847053527832
2012-08-14,21.45195770263672,1017900,2.0258,93.43000030517578,58083.0,20.312957763671875
2012-08-15,21.283611297607422,764400,2.0234,94.33000183105469,58189.0,19.720239639282227
2012-08-16,22.118122100830078,1257900,2.0214,95.5999984741211,59446.0,19.951702117919922
2012-08-17,22.033950805664062,856200,2.0182,96.01000213623047,59082.0,19.641706466674805
2012-08-20,21.956993103027344,0,2.0209,95.97000122070312,59283.0,19.600366592407227
2012-08-21,22.04837989807129,719400,2.0173,96.68000030517578,58918.0,19.691303253173828
2012-08-22,22.240774154663086,1298700,2.021,97.26000213623047,59381.0,19.62103271484375
2012-08-23,21.757383346557617,1875000,2.0241,96.2699966430664,58512.0,19.240768432617188
2012-08-24,21.969018936157227,705300,2.0255,96.1500015258789,58426.0,19.038230895996094
2012-08-27,21.76460075378418,846900,2.0293,95.47000122070312,58111.0,18.76956558227539
2012-08-28,21.932941436767578,634500,2.0433,96.33000183105469,58406.0,18.653831481933594
2012-08-29,21.459171295166016,1426500,2.0509,95.48999786376953,57369.0,18.128896713256836
2012-08-30,21.314878463745117,759900,2.0513,94.62000274658203,57256.0,17.773426055908203
2012-08-31,20.706432342529297,2223900,2.0372,96.47000122070312,57061.0,18.116493225097656
2012-09-04,20.903636932373047,728100,2.0392,95.30000305175781,56234.0,17.839563369750977
2012-09-05,21.497650146484375,875400,2.0385,95.36000061035156,56864.0,17.918094635009766
2012-09-06,21.427906036376953,790800,2.0381,95.52999877929688,58321.0,18.83156394958496
2012-09-10,20.857940673828125,0,2.0241,96.54000091552734,58404.0,19.988901138305664
2012-09-11,20.126842498779297,2020800,2.0197,97.16999816894531,59423.0,20.38983917236328
2012-09-12,18.710336685180664,0,2.0204,97.01000213623047,59922.0,20.5551700592041
2012-09-13,19.80217933654785,0,2.0254,98.30999755859375,61958.0,21.19171142578125
2012-09-14,18.972476959228516,0,2.0139,99.0,62105.0,21.98118019104004
2012-09-17,18.337574005126953,2748000,2.0312,96.62000274658203,61806.0,21.361177444458008
2012-09-18,18.933998107910156,1752300,2.0274,95.29000091552734,61804.0,21.514108657836914
2012-09-19,18.517946243286133,2386200,2.0236,91.9800033569336,61652.0,21.253707885742188
2012-09-20,18.578067779541016,1146300,2.0263,91.87000274658203,61688.0,20.803176879882812
2012-09-21,18.38567543029785,811800,2.024,92.88999938964844,61320.0,20.42704200744629
2012-09-24,19.119178771972656,2126700,2.0273,91.93000030517578,61910.0,19.926902770996094
2012-09-25,19.128799438476562,1846800,2.0251,91.37000274658203,60501.0,19.393695831298828
2012-09-26,19.111961364746094,1514100,2.0341,89.9800033569336,60478.0,19.265567779541016
2012-09-27,19.600162506103516,1740000,2.0311,91.8499984741211,60240.0,19.60450553894043
2012-09-28,19.958498001098633,3007200,2.0306,92.19000244140625,59176.0,19.32756805419922
2012-10-01,20.0955810546875,2448000,2.026,92.4800033569336,59571.0,19.46396255493164
2012-10-02,20.542896270751953,1611600,2.0266,91.88999938964844,59222.0,19.5177059173584
2012-10-03,20.97097396850586,1556700,2.0266,88.13999938964844,58627.0,19.348234176635742
2012-10-04,21.343738555908203,2949300,2.0224,91.70999908447266,58458.0,19.670635223388672
2012-10-05,21.76460075378418,1585500,2.0246,89.87999725341797,58572.0,19.765703201293945
2012-10-08,21.319686889648438,2075100,2.0313,89.33000183105469,59317.0,19.91037368774414
2012-10-09,21.216276168823242,1344900,2.0337,92.38999938964844,58939.0,19.968236923217773
2012-10-10,21.160959243774414,713700,2.0378,91.25,58456.0,19.939308166503906
2012-10-11,20.80262565612793,1152000,2.0369,92.06999969482422,59162.0,20.356769561767578
2012-10-15,21.067167282104492,1507500,2.0382,91.8499984741211,59602.0,19.980632781982422
2012-10-16,21.257156372070312,1214700,2.0351,92.08999633789062,59744.0,20.5262393951416
2012-10-17,21.187414169311523,1145400,2.0336,92.12000274658203,60087.0,21.476911544799805
2012-10-18,20.622257232666016,1488900,2.0295,92.0999984741211,59734.0,21.530643463134766
2012-10-19,20.46834373474121,939900,2.0272,90.05000305175781,58922.0,21.080114364624023
2012-10-22,20.819459915161133,424800,2.0266,88.7300033569336,58700.0,21.24957275390625
2012-10-23,20.177345275878906,721500,2.0286,86.66999816894531,57690.0,20.629575729370117
2012-10-24,20.37454605102539,549300,2.0263,85.7300033569336,57161.0,20.629575729370117
2012-10-25,20.184560775756836,2365500,2.0261,86.05000305175781,57837.0,20.82384490966797
2012-10-26,20.360116958618164,1042800,2.0263,86.27999877929688,57277.0,20.650243759155273
2012-10-31,20.677570343017578,1385100,2.0313,86.23999786376953,57068.0,20.65850830078125
2012-11-01,20.68238067626953,848100,2.0312,87.08999633789062,58383.0,21.208242416381836
2012-11-05,20.906036376953125,1221600,2.035,85.6500015258789,58210.0,20.84450912475586
2012-11-06,20.672760009765625,1212900,2.0341,88.70999908447266,59459.0,21.166912078857422
2012-11-07,20.52365493774414,1395600,2.033,84.44000244140625,58517.0,20.641977310180664
2012-11-08,20.146081924438477,2272200,2.0357,85.08999633789062,57524.0,20.327838897705078
2012-11-09,20.153297424316406,1259700,2.0512,86.06999969482422,57358.0,20.27410316467285
2012-11-12,19.924829483032227,1014300,2.0476,85.56999969482422,57064.0,20.261709213256836
2012-11-13,20.10519790649414,1737300,2.0614,85.37999725341797,57486.0,20.088104248046875
2012-11-14,20.321640014648438,6173700,2.0629,86.31999969482422,56279.0,19.662364959716797
2012-11-16,20.749717712402344,4043400,2.0712,86.66999816894531,55402.0,19.53423500061035
2012-11-19,20.506816864013672,2210100,2.0745,89.27999877929688,56451.0,19.897968292236328
2012-11-21,19.36928939819336,4074900,2.0924,87.37999725341797,56242.0,19.819438934326172
2012-11-23,21.716503143310547,3379800,2.0985,88.27999877929688,57574.0,19.98476791381836
2012-11-26,21.72612190246582,1953900,2.0787,87.73999786376953,56737.0,19.89383888244629
2012-11-27,20.99502182006836,2048100,2.0752,87.18000030517578,56248.0,19.509435653686523
2012-11-28,20.946922302246094,1290900,2.0912,86.48999786376953,56539.0,19.600366592407227
2012-11-29,21.079191207885742,1062300,2.0991,88.06999969482422,57853.0,20.46837615966797
2012-11-30,20.80262565612793,2790900,2.1074,88.91000366210938,57475.0,20.5841064453125
2012-12-03,21.067167282104492,1007700,2.1121,89.08999633789062,58202.0,20.546903610229492
2012-12-04,20.869962692260742,780000,2.1077,88.5,57563.0,20.786643981933594
2012-12-05,20.593400955200195,616800,2.1046,87.87999725341797,57679.0,21.44384765625
2012-12-06,20.321640014648438,855900,2.0836,86.26000213623047,57656.0,21.44384765625
2012-12-07,20.838703155517578,1763400,2.0804,85.93000030517578,58487.0,21.65877914428711
2012-12-10,20.542896270751953,1186500,2.081,85.55999755859375,59248.0,21.919178009033203
2012-12-11,20.538084030151367,1385400,2.0743,85.79000091552734,59623.0,21.98118019104004
2012-12-12,20.429861068725586,1307100,2.0801,86.7699966430664,59474.0,22.109310150146484
2012-12-13,20.136463165283203,1326600,2.0751,85.88999938964844,59317.0,22.175445556640625
2012-12-14,20.559730529785156,1041600,2.084,86.7300033569336,59605.0,22.70038414001465
2012-12-17,20.429861068725586,1300500,2.0902,87.19999694824219,59567.0,23.303857803344727
2012-12-18,20.6583309173584,1206300,2.0966,87.93000030517578,60461.0,24.06438636779785
