Date,Close_B3SA3,Volume_B3SA3,Close_Dolar,Close_Petroleo,Close_Ibovespa,Close_Minerio
2012-08-01,2.4508790969848633,22296300,2.0432,88.91000366210938,55623.0,18.95659065246582
2012-08-02,2.3836171627044678,23555100,2.0475,87.12999725341797,55520.0,18.410783767700195
2012-08-03,2.513939142227173,38869500,2.0313,91.4000015258789,57255.0,19.384273529052734
2012-08-06,2.5223467350006104,27884700,2.0279,92.19999694824219,58345.0,19.75900650024414
2012-08-07,2.478205919265747,28643700,2.0281,93.66999816894531,57726.0,19.881200790405273
2012-08-08,2.4761035442352295,38587200,2.0273,93.3499984741211,58951.0,20.431079864501953
2012-08-09,2.490817070007324,37725600,2.0182,93.36000061035156,58797.0,20.541057586669922
2012-08-10,2.5172386169433594,37725600,2.0175,92.87000274658203,59281.0,20.651031494140625
2012-08-13,2.49599552154541,17330100,2.0266,92.7300033569336,59123.0,20.50847053527832
2012-08-14,2.451385974884033,22669800,2.0258,93.43000030517578,58083.0,20.312957763671875
2012-08-15,2.49599552154541,49724700,2.0234,94.33000183105469,58189.0,19.720239639282227
2012-08-16,2.5278589725494385,34554600,2.0214,95.5999984741211,59446.0,19.951702117919922
2012-08-17,2.5321078300476074,22818600,2.0182,96.01000213623047,59082.0,19.641706466674805
2012-08-20,2.559722900390625,23306700,2.0209,95.97000122070312,59283.0,19.600366592407227
2012-08-21,2.540604829788208,28855200,2.0173,96.68000030517578,58918.0,19.691303253173828
2012-08-22,2.523610830307007,32558100,2.021,97.26000213623047,59381.0,19.62103271484375
2012-08-23,2.4705045223236084,20169600,2.0241,96.2699966430664,58512.0,19.240768432617188
2012-08-24,2.4981203079223633,21381600,2.0255,96.1500015258789,58426.0,19.038230895996094
2012-08-27,2.4981203079223633,23863800,2.0293,95.47000122070312,58111.0,18.76956558227539
2012-08-28,2.4471380710601807,31230300,2.0433,96.33000183105469,58406.0,18.653831481933594
2012-08-29,2.3642914295196533,61477800,2.0509,95.48999786376953,57369.0,18.128896713256836
2012-08-30,2.3260552883148193,48487200,2.0513,94.62000274658203,57256.0,17.773426055908203
2012-08-31,2.270824670791626,46564200,2.0372,96.47000122070312,57061.0,18.116493225097656
2012-09-04,2.3749122619628906,25515300,2.0392,95.30000305175781,56234.0,17.839563369750977
2012-09-05,2.411025285720825,34791600,2.0385,95.36000061035156,56864.0,17.918094635009766
2012-09-06,2.4896228313446045,38963700,2.0381,95.52999877929688,58321.0,18.83156394958496
2012-09-10,2.459883213043213,45159300,2.0241,96.54000091552734,58404.0,19.988901138305664
2012-09-11,2.4683797359466553,39813000,2.0197,97.16999816894531,59423.0,20.38983917236328
2012-09-12,2.464132070541382,29930100,2.0204,97.01000213623047,59922.0,20.5551700592041
2012-09-13,2.5660946369171143,93641100,2.0254,98.30999755859375,61958.0,21.19171142578125
2012-09-14,2.665935516357422,95701200,2.0139,99.0,62105.0,21.98118019104004
2012-09-17,2.6977992057800293,59661300,2.0312,96.62000274658203,61806.0,21.361177444458008
2012-09-18,2.7466578483581543,51770700,2.0274,95.29000091552734,61804.0,21.514108657836914
2012-09-19,2.719040632247925,39536400,2.0236,91.9800033569336,61652.0,21.253707885742188
2012-09-20,2.699923276901245,31955700,2.0263,91.87000274658203,61688.0,20.803176879882812
2012-09-21,2.6765568256378174,33240600,2.024,92.88999938964844,61320.0,20.42704200744629
2012-09-24,2.7763965129852295,39618600,2.0273,91.93000030517578,61910.0,19.926902770996094
2012-09-25,2.72116756439209,43773300,2.0251,91.37000274658203,60501.0,19.393695831298828
2012-09-26,2.699923276901245,37977900,2.0341,89.9800033569336,60478.0,19.265567779541016
2012-09-27,2.665935516357422,32864100,2.0311,91.8499984741211,60240.0,19.60450553894043
2012-09-28,2.602207899093628,64427700,2.0306,92.19000244140625,59176.0,19.32756805419922
2012-10-01,2.604332447052002,41886300,2.026,92.4800033569336,59571.0,19.46396255493164
2012-10-02,2.6064565181732178,55380300,2.0266,91.88999938964844,59222.0,19.5177059173584
2012-10-03,2.6128287315368652,42544500,2.0266,88.13999938964844,58627.0,19.348234176635742
2012-10-04,2.614952325820923,49550100,2.0224,91.70999908447266,58458.0,19.670635223388672
2012-10-05,2.6340723037719727,42747300,2.0246,89.87999725341797,58572.0,19.765703201293945
2012-10-08,2.7062957286834717,31396500,2.0313,89.33000183105469,59317.0,19.91037368774414
2012-10-09,2.661686897277832,20610600,2.0337,92.38999938964844,58939.0,19.968236923217773
2012-10-10,2.6340723037719727,28687500,2.0378,91.25,58456.0,19.939308166503906
2012-10-11,2.7360360622406006,28566600,2.0369,92.06999969482422,59162.0,20.356769561767578
2012-10-15,2.7445321083068848,29624400,2.0382,91.8499984741211,59602.0,19.980632781982422
2012-10-16,2.86773943901062,50185200,2.0351,92.08999633789062,59744.0,20.5262393951416
2012-10-17,2.8571174144744873,60034500,2.0336,92.12000274658203,60087.0,21.476911544799805
2012-10-18,2.844371795654297,29658300,2.0295,92.0999984741211,59734.0,21.530643463134766
2012-10-19,2.8167574405670166,23700600,2.0272,90.05000305175781,58922.0,21.080114364624023
2012-10-22,2.848620891571045,29031300,2.0266,88.7300033569336,58700.0,21.24957275390625
