Date,Close_PETR3,Volume_PETR3,Close_Dolar,Close_Petroleo,Close_Ibovespa,Close_Minerio
2016-09-01,4.366764068603516,11314800,3.2472,43.15999984741211,58236.0,15.173535346984863
2016-09-02,4.5899481773376465,12646400,3.2431,44.439998626708984,59616.0,15.346074104309082
2016-09-06,4.698603630065918,13737800,3.2452,44.83000183105469,60129.0,15.567910194396973
2016-09-08,4.813131332397461,9276500,3.1934,47.619998931884766,60232.0,15.51368236541748
2016-09-09,4.551771640777588,9089800,3.2638,45.880001068115234,58000.0,15.153817176818848
2016-09-12,4.707413196563721,9557000,3.2854,46.290000915527344,58586.0,15.341143608093262
2016-09-13,4.349146366119385,13450900,3.2972,44.900001525878906,56821.0,14.690425872802734
2016-09-14,4.387320041656494,9956400,3.3262,43.58000183105469,57059.0,14.946769714355469
2016-09-15,4.4901018142700195,9303600,3.3326,43.90999984741211,57909.0,15.030574798583984
2016-09-16,4.375574111938477,12051100,3.3004,43.029998779296875,57080.0,14.739721298217773
2016-09-19,4.372637748718262,5894000,3.2636,43.29999923706055,57350.0,15.183395385742188
2016-09-20,4.419623374938965,12004300,3.254,43.439998626708984,57736.0,15.237621307373047
2016-09-21,4.504786014556885,13962700,3.2408,45.34000015258789,58394.0,15.794673919677734
2016-09-22,4.56351900100708,9765100,3.2015,46.31999969482422,58994.0,16.031301498413086
2016-09-23,4.39613151550293,12389800,3.2242,44.47999954223633,58697.0,15.977072715759277
2016-09-26,4.3168416023254395,6602400,3.24,45.93000030517578,58054.0,15.858759880065918
2016-09-27,4.302158832550049,8197700,3.2358,44.66999816894531,58382.0,15.888340950012207
2016-09-28,4.501849174499512,10151000,3.2476,47.04999923706055,59356.0,16.632719039916992
2016-09-29,4.425498008728027,9164700,3.2235,47.83000183105469,58351.0,16.61300277709961
2016-09-30,4.446053981781006,10193800,3.2462,48.2400016784668,58367.0,16.465110778808594
2016-10-03,4.578202724456787,9285200,3.2338,48.810001373291016,59461.0,16.543987274169922
2016-10-04,4.584074020385742,12083100,3.2203,48.689998626708984,59339.0,16.31722068786621
2016-10-05,4.727970123291016,12881200,3.2359,49.83000183105469,60254.0,16.62285804748535
2016-10-06,4.933533191680908,12237900,3.231,50.439998626708984,60644.0,16.356658935546875
2016-10-07,4.977583408355713,12601400,3.2134,49.810001373291016,61109.0,16.3467960357666
2016-10-11,5.015758991241455,9772800,3.2136,50.790000915527344,61022.0,16.06087875366211
2016-10-13,5.139097213745117,11931600,3.2087,50.439998626708984,61119.0,15.681294441223145
2016-10-14,5.25656270980835,11309100,3.1864,50.349998474121094,61767.0,15.661574363708496
2016-10-17,5.406330108642578,10098400,3.1963,49.939998626708984,62696.0,15.681294441223145
2016-10-18,5.517922878265381,15007900,3.1874,50.290000915527344,63782.0,16.046091079711914
2016-10-19,5.576655864715576,11147000,3.18,51.599998474121094,63506.0,16.080598831176758
2016-10-20,5.567845344543457,11076700,3.1605,50.43000030517578,63838.0,15.982000350952148
2016-10-21,5.6735639572143555,11443700,3.1593,50.849998474121094,64108.0,16.20383644104004
2016-10-24,5.6911845207214355,16685500,3.1311,50.52000045776367,64060.0,16.32707977294922
2016-10-25,5.57078218460083,10268700,3.1193,49.959999084472656,63866.0,16.820045471191406
2016-10-26,5.641260623931885,12865400,3.1219,49.18000030517578,63826.0,16.864416122436523
2016-10-27,5.6530070304870605,10520000,3.1429,49.720001220703125,64250.0,16.87920379638672
2016-10-28,5.617766857147217,10468300,3.1815,48.70000076293945,64308.0,17.02216339111328
2016-10-31,5.47387170791626,13079400,3.1811,46.86000061035156,64925.0,17.179912567138672
2016-11-01,5.265371799468994,12893400,3.2053,46.66999816894531,63326.0,17.096107482910156
2016-11-03,5.042189598083496,11947500,3.231,44.65999984741211,61750.0,17.036951065063477
2016-11-04,5.03631591796875,11199000,3.2449,44.06999969482422,61598.0,16.726383209228516
2016-11-07,5.37990140914917,9740800,3.2024,44.88999938964844,64052.0,17.391889572143555
2016-11-08,5.309422016143799,6710600,3.2024,44.97999954223633,64158.0,17.608797073364258
2016-11-09,5.359345436096191,25509800,3.2258,45.27000045776367,63258.0,18.85107421875
2016-11-10,5.092111110687256,18725500,3.3104,44.65999984741211,61201.0,19.368690490722656
2016-11-14,4.77789306640625,15507300,3.4446,43.31999969482422,59657.0,19.546157836914062
2016-11-16,4.977583408355713,10265700,3.4183,45.56999969482422,60759.0,18.417259216308594
2016-11-17,4.833687782287598,8449200,3.4052,45.41999816894531,59770.0,18.51585578918457
2016-11-18,4.821940898895264,7774100,3.3917,45.689998626708984,59962.0,18.017955780029297
2016-11-21,5.0686187744140625,11782700,3.3517,47.4900016784668,61070.0,18.4912052154541
2016-11-22,5.194894313812256,7489300,3.3476,48.029998779296875,61954.0,19.225727081298828
2016-11-23,5.227197170257568,9087400,3.3927,47.959999084472656,61986.0,19.417985916137695
2016-11-25,5.162590503692627,4984600,3.4279,46.060001373291016,61559.0,19.398265838623047
2016-11-28,5.177273273468018,6853900,3.3996,47.08000183105469,62855.0,19.44756507873535
2016-11-29,4.904169082641602,7668400,3.406,45.22999954223633,60987.0,18.900367736816406
2016-11-30,5.423949718475342,18539400,3.3967,49.439998626708984,61906.0,18.68839454650879
2016-12-01,5.347598075866699,25129700,3.4362,51.060001373291016,59507.0,18.905296325683594
2016-12-02,5.476809024810791,15807800,3.465,51.68000030517578,60316.0,19.23558807373047
2016-12-05,5.291802406311035,11138000,3.4598,51.790000915527344,59832.0,19.46728515625
2016-12-06,5.465062618255615,15923400,3.4354,50.93000030517578,61088.0,19.348968505859375
2016-12-07,5.37990140914917,12857100,3.3895,49.77000045776367,61414.0,20.472936630249023
2016-12-08,5.3916473388671875,9855800,3.4008,50.84000015258789,60677.0,20.7637882232666
2016-12-09,5.3417253494262695,10113300,3.3858,51.5,60501.0,20.285606384277344
2016-12-12,5.388709545135498,8661700,3.3697,52.83000183105469,59179.0,20.458147048950195
2016-12-13,5.353470802307129,9080900,3.334,52.97999954223633,59281.0,20.127857208251953
2016-12-14,5.165526866912842,14056800,3.3103,51.040000915527344,58212.0,19.738412857055664
2016-12-15,5.118541240692139,10392100,3.383,50.900001525878906,58396.0,19.348968505859375
2016-12-16,5.05687141418457,13490300,3.3712,51.900001525878906,58389.0,19.1074161529541
2016-12-19,4.895357608795166,4786700,3.3778,52.119998931884766,57111.0,18.82149314880371
2016-12-20,4.886548042297363,7497700,3.3586,52.22999954223633,57583.0,19.265167236328125
2016-12-21,4.8601179122924805,6856700,3.3297,52.4900016784668,57647.0,19.16657257080078
2016-12-22,4.801384925842285,10540400,3.3302,52.95000076293945,57255.0,18.82149314880371
2016-12-23,4.865991592407227,5448100,3.2696,53.02000045776367,57937.0,18.79191017150879
2016-12-27,4.901231288909912,3989900,3.2776,53.900001525878906,58697.0,18.905296325683594
2016-12-28,4.986391544342041,4227600,3.2774,54.060001373291016,59782.0,19.16164207458496
2016-12-29,4.974646091461182,4372300,3.2591,53.77000045776367,60227.0,19.17643165588379
2017-01-03,5.162590503692627,10110500,3.2632,52.33000183105469,61814.0,19.206008911132812
2017-01-04,5.100922107696533,6254000,3.2333,53.2599983215332,61589.0,19.329252243041992
2017-01-05,5.215449333190918,6139800,3.2129,53.7599983215332,62071.0,19.38347625732422
2017-01-06,5.136160373687744,4240600,3.2057,53.9900016784668,61665.0,18.92501449584961
2017-01-09,5.08623743057251,5174300,3.2097,51.959999084472656,61700.0,18.910232543945312
2017-01-10,5.171400547027588,6200000,3.1918,50.81999969482422,62132.0,20.211660385131836
2017-01-11,5.300612449645996,5919300,3.2154,52.25,62446.0,20.556743621826172
2017-01-12,5.388709545135498,7868900,3.1661,53.0099983215332,63954.0,20.768714904785156
2017-01-13,5.350533485412598,4126100,3.2034,52.369998931884766,63652.0,20.724346160888672
2017-01-17,5.335851669311523,5241300,3.21,52.47999954223633,64354.0,20.931396484375
2017-01-18,5.29473876953125,3714600,3.2211,51.08000183105469,64150.0,21.36027717590332
2017-01-19,5.265371799468994,3799500,3.2113,51.369998931884766,63951.0,21.20252799987793
2017-01-20,5.2360053062438965,6395100,3.1918,52.41999816894531,64521.0,21.1630916595459
2017-01-23,5.280053615570068,4884400,3.1609,52.75,65749.0,21.596904754638672
2017-01-24,5.206639289855957,7706200,3.1649,53.18000030517578,65840.0,22.528615951538086
2017-01-26,5.1067938804626465,10499600,3.1804,53.779998779296875,66191.0,22.114517211914062
2017-01-27,5.015758991241455,8488000,3.1596,53.16999816894531,66034.0,22.3560733795166
2017-01-30,4.739716053009033,7232800,3.1316,52.630001068115234,64302.0,21.882823944091797
2017-01-31,4.754400253295898,8176800,3.127,52.810001373291016,64671.0,22.08000946044922
2017-02-01,4.73384428024292,7537900,3.1479,53.880001068115234,64836.0,22.400434494018555
2017-02-02,4.669236660003662,9084300,3.1196,53.540000915527344,64578.0,21.991273880004883
2017-02-03,4.7984490394592285,11630000,3.1241,53.83000183105469,64954.0,21.0349178314209
2017-02-06,4.689793109893799,8355600,3.1179,53.0099983215332,63993.0,21.089143753051758
2017-02-07,4.631060600280762,5886100,3.1304,52.16999816894531,64199.0,21.207456588745117
2017-02-08,4.727970123291016,16409000,3.1255,52.34000015258789,64835.0,21.16802406311035
2017-02-09,4.686857223510742,7296500,3.1185,53.0,64965.0,21.266616821289062
2017-02-10,4.801384925842285,9503800,3.1155,53.86000061035156,66125.0,22.38564682006836
2017-02-13,4.863054275512695,8043800,3.1175,52.93000030517578,66968.0,22.996931076049805
2017-02-14,4.936469078063965,10816300,3.1004,53.20000076293945,66713.0,22.799741744995117
2017-02-15,4.951154708862305,12253600,3.0779,53.11000061035156,67976.0,22.641992568969727
2017-02-16,4.983456134796143,9962800,3.051,53.36000061035156,67814.0,22.740585327148438
2017-02-17,4.910038948059082,5547600,3.095,53.400001525878906,67748.0,22.430015563964844
2017-02-21,5.039251804351807,9437100,3.097,54.060001373291016,69052.0,22.750442504882812
2017-02-22,4.8748016357421875,8723300,3.0824,53.59000015258789,68590.0,22.470701217651367
2017-02-23,4.8395609855651855,8718500,3.0638,54.45000076293945,67461.0,21.543285369873047
2017-02-24,4.686857223510742,8976700,3.0993,53.9900016784668,66662.0,21.127731323242188
2017-03-01,4.824878215789795,6731600,3.0976,53.83000183105469,66989.0,21.746002197265625
2017-03-02,4.654553413391113,10399800,3.1138,52.61000061035156,65855.0,20.89460563659668
2017-03-03,4.683920860290527,5551400,3.1364,53.33000183105469,66786.0,21.178409576416016
2017-03-06,4.663363456726074,5906400,3.1111,53.20000076293945,66341.0,20.61587905883789
2017-03-07,4.663363456726074,6756600,3.1185,53.13999938964844,65742.0,20.585468292236328
2017-03-08,4.375574111938477,12830400,3.1477,50.279998779296875,64718.0,20.220590591430664
2017-03-09,4.349146366119385,9841900,3.1735,49.279998779296875,64585.0,19.972265243530273
2017-03-10,4.343270778656006,10410900,3.1623,48.4900016784668,64675.0,19.96213150024414
2017-03-13,4.384384632110596,5685800,3.1541,48.400001525878906,65534.0,20.70203399658203
2017-03-14,4.21993350982666,9045500,3.1639,47.720001220703125,64699.0,20.549997329711914
2017-03-15,4.331523895263672,15990400,3.1629,48.86000061035156,66235.0,21.822019577026367
2017-03-16,4.222870349884033,6937100,3.108,48.75,65783.0,21.756139755249023
2017-03-17,4.0672287940979,41683900,3.1075,48.779998779296875,64210.0,21.80681800842285
2017-03-20,4.16413688659668,9613900,3.0898,48.220001220703125,64884.0,21.923372268676758
2017-03-21,4.023179531097412,10733100,3.0765,47.34000015258789,62980.0,20.783111572265625
2017-03-22,4.155327320098877,14386800,3.0939,48.040000915527344,63521.0,21.061851501464844
2017-03-23,4.152390956878662,10482500,3.1248,47.70000076293945,63531.0,20.945289611816406
