Date,Close_ABEV3,Volume_ABEV3,Close_Dolar,Close_Petroleo,Close_Ibovespa,Close_Minerio
2012-08-01,7.590607643127441,1093611,2.0432,88.91000366210938,55623.0,18.95659065246582
2012-08-02,7.422923564910889,838085,2.0475,87.12999725341797,55520.0,18.410783767700195
2012-08-03,7.478424549102783,533054,2.0313,91.4000015258789,57255.0,19.384273529052734
2012-08-06,7.59296989440918,821083,2.0279,92.19999694824219,58345.0,19.75900650024414
2012-08-07,7.502042293548584,516552,2.0281,93.66999816894531,57726.0,19.881200790405273
2012-08-08,7.498497486114502,768078,2.0273,93.3499984741211,58951.0,20.431079864501953
2012-08-09,7.4725213050842285,542055,2.0182,93.36000061035156,58797.0,20.541057586669922
2012-08-10,7.387496471405029,660567,2.0175,92.87000274658203,59281.0,20.651031494140625
2012-08-13,7.402849197387695,857087,2.0266,92.7300033569336,59123.0,20.50847053527832
2012-08-14,7.458348751068115,1701673,2.0258,93.43000030517578,58083.0,20.312957763671875
2012-08-15,7.425286293029785,722573,2.0234,94.33000183105469,58189.0,19.720239639282227
2012-08-16,7.438273906707764,733074,2.0214,95.5999984741211,59446.0,19.951702117919922
2012-08-17,7.310739517211914,756577,2.0182,96.01000213623047,59082.0,19.641706466674805
2012-08-20,7.317826747894287,518052,2.0209,95.97000122070312,59283.0,19.600366592407227
2012-08-21,7.133613109588623,1272129,2.0173,96.68000030517578,58918.0,19.691303253173828
2012-08-22,7.284763813018799,1077609,2.021,97.26000213623047,59381.0,19.62103271484375
2012-08-23,7.322551250457764,1343136,2.0241,96.2699966430664,58512.0,19.240768432617188
2012-08-24,7.356795310974121,585059,2.0255,96.1500015258789,58426.0,19.038230895996094
2012-08-27,7.333176612854004,776579,2.0293,95.47000122070312,58111.0,18.76956558227539
2012-08-28,7.274134635925293,490049,2.0433,96.33000183105469,58406.0,18.653831481933594
2012-08-29,7.293027877807617,665067,2.0509,95.48999786376953,57369.0,18.128896713256836
2012-08-30,7.250517845153809,1914695,2.0513,94.62000274658203,57256.0,17.773426055908203
2012-08-31,7.5303826332092285,5024512,2.0372,96.47000122070312,57061.0,18.116493225097656
2012-09-04,7.435914516448975,1061108,2.0392,95.30000305175781,56234.0,17.839563369750977
2012-09-05,7.437094688415527,1848688,2.0385,95.36000061035156,56864.0,17.918094635009766
2012-09-06,7.550456523895264,1582161,2.0381,95.52999877929688,58321.0,18.83156394958496
2012-09-10,7.550456523895264,0,2.0241,96.54000091552734,58404.0,19.988901138305664
2012-09-11,7.455987930297852,1227125,2.0197,97.16999816894531,59423.0,20.38983917236328
2012-09-12,7.3804144859313965,2807786,2.0204,97.01000213623047,59922.0,20.5551700592041
2012-09-13,7.55281925201416,1227125,2.0254,98.30999755859375,61958.0,21.19171142578125
2012-09-14,7.516213893890381,1492652,2.0139,99.0,62105.0,21.98118019104004
2012-09-17,7.516213893890381,1055107,2.0312,96.62000274658203,61806.0,21.361177444458008
2012-09-18,7.392221927642822,1280130,2.0274,95.29000091552734,61804.0,21.514108657836914
2012-09-19,7.360337257385254,1439646,2.0236,91.9800033569336,61652.0,21.253707885742188
2012-09-20,7.451265811920166,540555,2.0263,91.87000274658203,61688.0,20.803176879882812
2012-09-21,7.4996795654296875,902092,2.024,92.88999938964844,61320.0,20.42704200744629
2012-09-24,7.59296989440918,1100112,2.0273,91.93000030517578,61910.0,19.926902770996094
2012-09-25,7.55281925201416,702571,2.0251,91.37000274658203,60501.0,19.393695831298828
2012-09-26,7.539829254150391,629064,2.0341,89.9800033569336,60478.0,19.265567779541016
2012-09-27,7.5457329750061035,1166618,2.0311,91.8499984741211,60240.0,19.60450553894043
2012-09-28,7.529202461242676,1593662,2.0306,92.19000244140625,59176.0,19.32756805419922
2012-10-01,7.727232933044434,1544657,2.026,92.4800033569336,59571.0,19.46396255493164
2012-10-02,7.909372806549072,2265231,2.0266,91.88999938964844,59222.0,19.5177059173584
2012-10-03,7.8558030128479,490049,2.0266,88.13999938964844,58627.0,19.348234176635742
2012-10-04,7.951038837432861,791580,2.0224,91.70999908447266,58458.0,19.670635223388672
2012-10-05,8.006990432739258,1409643,2.0246,89.87999725341797,58572.0,19.765703201293945
2012-10-08,8.215320587158203,881589,2.0313,89.33000183105469,59317.0,19.91037368774414
2012-10-09,7.961752891540527,1283630,2.0337,92.38999938964844,58939.0,19.968236923217773
2012-10-10,7.999845504760742,522553,2.0378,91.25,58456.0,19.939308166503906
2012-10-11,8.026037216186523,518552,2.0369,92.06999969482422,59162.0,20.356769561767578
2012-10-15,8.209368705749512,628564,2.0382,91.8499984741211,59602.0,19.980632781982422
2012-10-16,8.212939262390137,1242126,2.0351,92.08999633789062,59744.0,20.5262393951416
2012-10-17,8.2557954788208,701071,2.0336,92.12000274658203,60087.0,21.476911544799805
2012-10-18,8.372459411621094,785080,2.0295,92.0999984741211,59734.0,21.530643463134766
2012-10-19,8.223651885986328,1113613,2.0272,90.05000305175781,58922.0,21.080114364624023
2012-10-22,8.206989288330078,782079,2.0266,88.7300033569336,58700.0,21.24957275390625
2012-10-23,8.142702102661133,876589,2.0286,86.66999816894531,57690.0,20.629575729370117
2012-10-24,8.092704772949219,730574,2.0263,85.7300033569336,57161.0,20.629575729370117
2012-10-25,8.120084762573242,709072,2.0261,86.05000305175781,57837.0,20.82384490966797
2012-10-26,8.155797004699707,1533156,2.0263,86.27999877929688,57277.0,20.650243759155273
2012-10-31,8.1307954788208,1564159,2.0313,86.23999786376953,57068.0,20.65850830078125
2012-11-01,8.212939262390137,1077609,2.0312,87.08999633789062,58383.0,21.208242416381836
2012-11-05,8.243889808654785,1006602,2.035,85.6500015258789,58210.0,20.84450912475586
2012-11-06,8.236748695373535,611062,2.0341,88.70999908447266,59459.0,21.166912078857422
2012-11-07,8.223651885986328,1364639,2.033,84.44000244140625,58517.0,20.641977310180664
2012-11-08,8.160558700561523,11298152,2.0357,85.08999633789062,57524.0,20.327838897705078
2012-11-09,7.996273040771484,5964608,2.0512,86.06999969482422,57358.0,20.27410316467285
2012-11-12,8.026037216186523,722573,2.0476,85.56999969482422,57064.0,20.261709213256836
2012-11-13,8.106988906860352,4596968,2.0614,85.37999725341797,57486.0,20.088104248046875
2012-11-14,8.11770248413086,1956699,2.0629,86.31999969482422,56279.0,19.662364959716797
2012-11-16,8.654598236083984,10786600,2.0712,86.66999816894531,55402.0,19.53423500061035
2012-11-19,8.798641204833984,3175323,2.0745,89.27999877929688,56451.0,19.897968292236328
2012-11-21,8.928401947021484,3268833,2.0924,87.37999725341797,56242.0,19.819438934326172
2012-11-23,8.999829292297363,3283334,2.0985,88.27999877929688,57574.0,19.98476791381836
2012-11-26,8.981971740722656,2514756,2.0787,87.73999786376953,56737.0,19.89383888244629
2012-11-27,8.955781936645508,3297336,2.0752,87.18000030517578,56248.0,19.509435653686523
2012-11-28,8.924832344055176,2443749,2.0912,86.48999786376953,56539.0,19.600366592407227
2012-11-29,8.808165550231934,5644075,2.0991,88.06999969482422,57853.0,20.46837615966797
2012-11-30,9.249826431274414,68210456,2.1074,88.91000366210938,57475.0,20.5841064453125
2012-12-03,9.446248054504395,4460454,2.1121,89.08999633789062,58202.0,20.546903610229492
2012-12-04,9.237921714782715,2181222,2.1077,88.5,57563.0,20.786643981933594
2012-12-05,9.285537719726562,1576660,2.1046,87.87999725341797,57679.0,21.44384765625
2012-12-06,9.28315544128418,1649168,2.0836,86.26000213623047,57656.0,21.44384765625
2012-12-07,9.118873596191406,1739677,2.0804,85.93000030517578,58487.0,21.65877914428711
2012-12-10,10.148618698120117,12930318,2.081,85.55999755859375,59248.0,21.919178009033203
2012-12-11,10.308137893676758,3538360,2.0743,85.79000091552734,59623.0,21.98118019104004
2012-12-12,10.333136558532715,4651974,2.0801,86.7699966430664,59474.0,22.109310150146484
2012-12-13,10.368849754333496,3843892,2.0751,85.88999938964844,59317.0,22.175445556640625
2012-12-14,10.249805450439453,2422247,2.084,86.7300033569336,59605.0,22.70038414001465
