Date,Close_VALE3.SA,High_VALE3.SA,Low_VALE3.SA,Open_VALE3.SA,Volume_VALE3.SA,Close_Dolar,Close_Petroleo,Close_Ibovespa,Close_Selic,Close_IPCA,Close_Minerio,Close_Energia,Close_Consumo
2016-01-04,7.045113563537598,7.206112990821617,6.928527734852491,6.934079567040319,4587900,3.9491000175476074,37.220001220703125,42141.0,0.052531,1.27,13.606012344360352,1.51,88.9
2016-01-05,6.950736045837402,7.128390465338035,6.8896669420451095,7.0340114226153405,2693500,4.037300109863281,36.41999816894531,42419.0,0.052531,1.27,13.720953941345215,1.51,88.9
2016-01-06,6.43997859954834,6.723115178006404,6.434426766973188,6.706460209732847,6758900,4.026899814605713,34.22999954223633,41773.0,0.052531,1.27,12.945108413696289,1.51,88.9
2016-01-07,6.056910514831543,6.312288984752988,6.040255546855677,6.251220415873557,6450400,4.019899845123291,33.75,40695.0,0.052531,1.27,12.360831260681152,1.51,88.9
2016-01-08,5.851498126983643,6.245669275789313,5.851498126983643,6.145738397952061,4429400,4.041500091552734,33.54999923706055,40612.0,0.052531,1.27,12.00643253326416,1.51,88.9
2016-01-11,5.6849446296691895,5.973633484734106,5.629427908700217,5.829289057201648,5658100,3.9932000637054443,31.549999237060547,39950.0,0.052531,1.27,11.84839153289795,1.51,88.9
2016-01-12,5.224154949188232,5.8070841502534885,5.2074999804297715,5.8070841502534885,7581600,4.0503997802734375,30.860000610351562,39514.0,0.052531,1.27,11.503570556640625,1.51,88.9
2016-01-13,4.99653434753418,5.468429469915363,4.885500356812676,5.335188151597727,9208300,4.025199890136719,30.309999465942383,38944.0,0.052531,1.27,11.402997970581055,1.51,88.9
2016-01-14,5.357395172119141,5.401808770251282,4.9632240916075006,5.079809919067333,11080500,4.014100074768066,31.030000686645508,39500.0,0.052531,1.27,12.068693161010742,1.51,88.9
2016-01-15,5.201948165893555,5.279672236124833,4.99098328622458,5.090914158028808,13283400,4.005899906158447,31.010000228881836,38569.0,0.052531,1.27,11.312002182006836,1.51,88.9
2016-01-19,5.096466064453125,5.340740885286496,5.096466064453125,5.279672312441133,10965000,4.052299976348877,28.760000228881836,38057.0,0.052531,1.27,11.168329238891602,1.51,88.9
2016-01-20,5.11312198638916,5.168639266196147,4.835536646258266,4.9798811501948155,10928000,4.0584001541137695,27.8799991607666,37645.0,0.052531,1.27,10.871400833129883,1.51,88.9
2016-01-21,5.074258804321289,5.440671267207927,5.07425880432129,5.113120571763244,10638200,4.101399898529053,29.25,37717.0,0.052531,1.27,11.431733131408691,1.51,88.9
2016-01-22,5.01318883895874,5.412911697148513,4.9854302115445455,5.246360462115126,14684700,4.153500080108643,32.18000030517578,38031.0,0.052531,1.27,11.383841514587402,1.51,88.9
2016-01-26,4.968775749206543,5.029844841582048,4.791121362918168,4.879948556062356,7220500,4.087900161743164,31.799999237060547,37497.0,0.052531,1.27,11.680768966674805,1.51,88.9
2016-01-27,5.224154949188232,5.346292622138074,4.918811031539583,4.968776467266878,7978500,4.06689977645874,33.099998474121094,38376.0,0.052531,1.27,11.541886329650879,1.51,88.9
2016-01-28,5.179740905761719,5.501739764789102,5.102016842411297,5.224154504975711,8628400,4.104899883270264,33.88999938964844,38630.0,0.052531,1.27,11.714296340942383,1.51,88.9
2016-01-29,5.396258354187012,5.451775096247745,5.0187421785854855,5.174189797588256,13958500,4.066999912261963,34.7400016784668,40406.0,0.052531,1.27,11.80528736114502,1.51,88.9
2016-02-01,5.274119853973389,5.40736064953164,5.190844489112447,5.346292083930406,6691400,3.9971001148223877,34.689998626708984,40570.0,0.052531,0.9,11.733452796936035,0.95,88.4
2016-02-02,4.774466514587402,5.1686375909971884,4.774466514587402,5.1020166650404,5860700,3.959700107574463,32.720001220703125,38596.0,0.052531,0.9,11.134804725646973,0.95,88.4
2016-02-03,5.002087116241455,5.096466158393326,4.829984001302181,4.857742636544248,6300800,3.985300064086914,35.040000915527344,39589.0,0.052531,0.9,11.996857643127441,0.95,88.4
2016-02-04,5.740464210510254,5.884808696641341,5.196396735651526,5.318534418489519,14082200,3.8922998905181885,34.459999084472656,40822.0,0.052531,0.9,12.91158390045166,0.95,88.4
2016-02-05,5.679394721984863,5.9902904766082425,5.623877982215919,5.712705189407765,9259100,3.886199951171875,34.060001373291016,40592.0,0.052531,0.9,12.552397727966309,0.95,88.4
2016-02-10,5.662740230560303,5.784877915475397,5.468430830804251,5.551706212206565,4466400,3.881500005722046,30.84000015258789,40377.0,0.052531,0.9,12.092638969421387,0.95,88.4
2016-02-11,5.479534149169922,5.585016867184184,5.335189655809341,5.523947757980565,6646600,3.926300048828125,30.059999465942383,39318.0,0.052531,0.9,11.776551246643066,0.95,88.4
2016-02-12,5.690498352050781,5.81263602590231,5.5794643437548075,5.5794643437548075,5711100,3.987499952316284,33.36000061035156,39808.0,0.052531,0.9,12.700861930847168,0.95,88.4
2016-02-16,6.267876148223877,6.317841587696701,5.8403950550322925,5.8403950550322925,7412800,3.994999885559082,32.18000030517578,40948.0,0.052531,0.9,12.854113578796387,0.95,88.4
2016-02-17,6.612082004547119,7.050666773504637,6.390013968157982,6.489944319807113,12741500,4.0625,34.5,41631.0,0.052531,0.9,13.23245906829834,0.95,88.4
2016-02-18,6.390013217926025,6.756425699674711,6.3789095526842345,6.61763306086373,9470200,3.9809000492095947,34.279998779296875,41478.0,0.052531,0.9,13.007369995117188,0.95,88.4
2016-02-19,6.567667484283447,6.723115088146731,6.312289013210679,6.334495813762576,7540200,4.024600028991699,33.0099983215332,41543.0,0.052531,0.9,13.107943534851074,0.95,88.4
2016-02-22,7.294940948486328,7.311595916125382,6.900769851349548,6.9396316189912985,12431000,4.01639986038208,34.689998626708984,43235.0,0.052531,0.9,13.94125747680664,0.95,88.4
2016-02-23,6.873010635375977,7.461491050203813,6.839700173474482,7.206112607131781,9977100,3.9428000450134277,33.27000045776367,42521.0,0.052531,0.9,13.40487003326416,0.95,88.4
2016-02-24,6.501047134399414,6.634287938771875,6.3789094656653775,6.534357600218475,8510200,3.9535000324249268,34.40999984741211,42085.0,0.052531,0.9,12.923297882080078,0.95,88.4
2016-02-25,6.117981433868408,6.451083539776025,6.056912317362978,6.201256827982301,7333900,3.954400062561035,35.290000915527344,41888.0,0.052531,0.9,12.778873443603516,0.95,88.4
2016-02-26,6.106875419616699,6.4066674644925365,6.045806856023195,6.323392102369409,5763400,3.951900005340576,35.099998474121094,41593.0,0.052531,0.9,12.709156036376953,0.95,88.4
2016-02-29,6.556565761566162,6.673151621948944,6.212359484663089,6.23456629000019,12513200,3.9646999835968018,35.970001220703125,42794.0,0.052531,0.9,12.99799633026123,0.95,88.4
2016-03-01,7.111735820770264,7.195011201352611,6.739771465858787,6.7730814063109435,14126700,4.012899875640869,35.959999084472656,44122.0,0.052531,0.43,13.426281929016113,0.44,97.5
2016-03-02,7.894526481628418,7.894526481628419,7.072873676538067,7.111735980541265,15826600,3.921999931335449,36.93000030517578,44893.0,0.052531,0.43,14.223097801208496,0.44,97.5
2016-03-03,8.67176342010498,8.67176342010498,8.67176342010498,8.67176342010498,17302900,3.8893001079559326,37.06999969482422,47193.0,0.052531,0.43,14.387436866760254,0.44,97.5
2016-03-04,9.188072204589844,10.176276167554086,8.89938432255076,9.282451240709483,27180100,3.796099901199341,38.720001220703125,49085.0,0.052531,0.43,15.099588394165039,0.44,97.5
2016-03-07,9.759900093078613,10.326174416507008,9.260246714308144,9.854279146983346,20198100,3.7688000202178955,40.84000015258789,49246.0,0.052531,0.43,15.911341667175293,0.44,97.5
2016-03-08,8.344212532043457,9.487864003950865,8.344212532043457,9.332415881529219,17884700,3.781100034713745,39.650001525878906,49102.0,0.052531,0.43,14.432259559631348,0.44,97.5
2016-03-09,8.049973487854004,8.621799042537784,7.794594997406076,8.510765031354321,11891900,3.752700090408325,41.06999969482422,48665.0,0.052531,0.43,14.472098350524902,0.44,97.5
2016-03-10,7.772388935089111,8.327559573309763,7.3726659273236885,8.327559573309763,11073200,3.6768999099731445,40.04999923706055,49571.0,0.052531,0.43,14.238037109375,0.44,97.5
2016-03-11,7.700215816497803,8.13324871702019,7.628043578168753,7.8112498256763745,11250900,3.614000082015991,40.38999938964844,49639.0,0.052531,0.43,14.496999740600586,0.44,97.5
2016-03-14,7.461491107940674,7.855662174657336,7.372663914785116,7.716869552988819,8840800,3.571700096130371,39.529998779296875,48867.0,0.052531,0.43,14.312735557556152,0.44,97.5
2016-03-15,7.483699798583984,7.500355298601095,7.111735965551974,7.211666318394796,9679900,3.6549999713897705,38.7400016784668,47130.0,0.052531,0.43,13.59062671661377,0.44,97.5
2016-03-16,8.227628707885742,8.255387345750869,7.444838190910634,7.50590730010431,10150400,3.7623000144958496,40.33000183105469,47763.0,0.052531,0.43,14.138437271118164,0.44,97.5
2016-03-17,8.605144500732422,8.888281640405635,8.20542151116153,8.671764910752245,13735400,3.736599922180176,41.540000915527344,50914.0,0.052531,0.43,14.671300888061523,0.44,97.5
2016-03-18,8.510763168334961,8.938244679629832,8.2942464968341,8.821658861045032,14160000,3.6205999851226807,41.20000076293945,50815.0,0.052531,0.43,14.506961822509766,0.44,97.5
2016-03-21,8.410832405090332,8.816107123330417,8.25538482180391,8.59959044952118,7946100,3.6210999488830566,41.540000915527344,51172.0,0.052531,0.43,14.397397994995117,0.44,97.5
2016-03-22,8.566283226013184,8.66066227806604,8.299801040966297,8.322007845599206,6234400,3.612600088119507,41.790000915527344,51010.0,0.052531,0.43,14.118514060974121,0.44,97.5
2016-03-23,7.8390069007873535,8.532969981906472,7.800145137669263,8.488556387070995,8236700,3.5778000354766846,40.470001220703125,49690.0,0.052531,0.43,13.779866218566895,0.44,97.5
2016-03-24,8.355316162109375,8.444143357728976,7.594732637801734,7.766835196951748,7902400,3.6800999641418457,40.439998626708984,49657.0,0.052531,0.43,13.799788475036621,0.44,97.5
2016-03-28,8.421937942504883,8.727281874702575,8.205421220520643,8.727281874702575,6665400,3.683500051498413,40.27000045776367,50838.0,0.052531,0.43,13.814730644226074,0.44,97.5
2016-03-29,8.377524375915527,8.549626964132381,8.016663170949329,8.383076208942377,7942900,3.6772000789642334,39.13999938964844,51155.0,0.052531,0.43,13.745011329650879,0.44,97.5
2016-03-30,8.627349853515625,9.082590039620683,8.50521219095555,8.538522655090794,8534400,3.6349000930786133,39.2599983215332,51249.0,0.052531,0.43,14.208155632019043,0.44,97.5
2016-03-31,8.410832405090332,8.63845274243165,8.244281687723646,8.438591034468718,8100,3.596100091934204,39.599998474121094,50055.0,0.052531,0.43,14.078675270080566,0.44,97.5
2016-04-01,8.610694885253906,8.83831471355618,8.133247899593654,8.26648922666853,6100,3.5864999294281006,39.65999984741211,50562.0,0.052531,0.61,14.028870582580566,0.64,96.7
2016-04-04,8.210972785949707,8.832763766633402,8.188765984120002,8.666212488184646,15600,3.5485999584198,37.689998626708984,48780.0,0.052531,0.61,13.839632034301758,0.64,96.7
2016-04-05,8.488557815551758,8.616247319280603,8.027766294501385,8.049973095656155,18700,3.6171998977661133,37.869998931884766,49054.0,0.052531,0.61,13.605565071105957,0.64,96.7
2016-04-06,8.36642074584961,8.599592439460919,8.277593534845671,8.37197257890034,23400,3.6737000942230225,39.84000015258789,48096.0,0.052531,0.61,13.73006820678711,0.64,96.7
2016-04-07,8.333110809326172,8.588489305776637,8.244283598291565,8.560730669965338,2300,3.636399984359741,39.43000030517578,48513.0,0.052531,0.61,13.411345481872559,0.64,96.7
2016-04-08,9.015970230102539,9.071487500732887,8.527420048692047,8.605144121684146,6364500,3.6826000213623047,41.939998626708984,50293.0,0.052531,0.61,13.939231872558594,0.64,96.7
2016-04-11,9.421244621276855,9.626658207460821,9.132556716480408,9.13810749059814,10700,3.586199998855591,42.83000183105469,50165.0,0.052531,0.61,14.392416954040527,0.64,96.7
2016-04-12,10.40389633178711,10.603758075395564,9.648864019403009,9.71548495357377,16700,3.4885001182556152,44.689998626708984,52002.0,0.052531,0.61,14.910345077514648,0.64,96.7
2016-04-13,10.8646879196167,11.430962156933084,10.714791611108746,10.970170624741241,79700,3.4825000762939453,44.18000030517578,53150.0,0.052531,0.61,15.876479148864746,0.64,96.7
2016-04-14,10.104105949401855,11.125619999363957,10.004175065985397,11.053447224050316,8726900,3.493499994277954,43.84000015258789,52411.0,0.052531,0.61,15.886438369750977,0.64,96.7
2016-04-15,10.326172828674316,10.520482740235337,9.859829464489398,10.21513829095264,7265300,3.4725000858306885,43.099998474121094,53228.0,0.052531,0.61,15.771900177001953,0.64,96.7
2016-04-18,10.575998306274414,10.809169974170254,10.303964870213228,10.381689465447684,6645200,3.5309998989105225,42.90999984741211,52894.0,0.052531,0.61,16.165325164794922,0.64,96.7
2016-04-19,11.358789443969727,11.608616626011692,10.892447135664453,10.964618844418888,11000,3.6098999977111816,44.029998779296875,53710.0,0.052531,0.61,16.83265495300293,0.64,96.7
2016-04-20,12.080513000488281,12.319236540113762,11.397653381725117,11.419859656230031,12475900,3.5253000259399414,45.79999923706055,53631.0,0.052531,0.61,17.639429092407227,0.64,96.7
2016-04-22,10.731447219848633,11.419858608824349,10.653723677854165,11.108963381942635,15533400,3.524399995803833,45.11000061035156,52908.0,0.052531,0.61,16.713130950927734,0.64,96.7
2016-04-25,10.02637767791748,10.65927268871542,10.004171411328262,10.65927268871542,13936900,3.562299966812134,44.47999954223633,51862.0,0.052531,0.61,16.130464553833008,0.64,96.7
2016-04-26,10.376138687133789,10.553793107597079,9.632210007265858,10.059691618320569,16017200,3.5504000186920166,45.7400016784668,53083.0,0.052531,0.61,16.289827346801758,0.64,96.7
2016-04-27,10.798067092895508,10.897996897528456,10.093000274745542,10.387239974154966,15719400,3.52020001411438,47.18000030517578,54478.0,0.052531,0.61,16.37449073791504,0.64,96.7
2016-04-28,10.986824989318848,11.591959875882306,10.798066929692183,11.364340049668456,11636100,3.5215001106262207,48.13999938964844,54312.0,0.052531,0.61,16.623493194580078,0.64,96.7
2016-04-29,10.931309700012207,11.619721135176531,10.931309700012207,11.247756780968786,12354900,3.4797000885009766,48.130001068115234,53911.0,0.052531,0.61,16.762935638427734,0.64,96.7
2016-05-02,11.031238555908203,11.275512819144021,10.603757006889946,11.181133789606273,5896000,3.432800054550171,48.099998474121094,53562.0,0.052531,0.78,16.683250427246094,0.98,100.5
2016-05-03,10.359481811523438,10.770307868978808,10.248447284036589,10.625963406807395,7299400,3.496500015258789,46.75,52260.0,0.052531,0.78,15.647396087646484,0.98,100.5
2016-05-04,9.659968376159668,10.087449998843393,9.548934889801544,9.771002921421692,11995700,3.5548999309539795,44.619998931884766,52553.0,0.052531,0.78,15.214131355285645,0.98,100.5
2016-05-05,9.249141693115234,9.898691308103935,9.049279947302146,9.882035809651564,12092800,3.5453999042510986,45.0099983215332,51671.0,0.052531,0.78,15.189229965209961,0.98,100.5
2016-05-06,9.3712797164917,9.676624196640056,8.977109079652395,9.088143628597967,10340400,3.533099889755249,45.369998931884766,51718.0,0.052531,0.78,15.388437271118164,0.98,100.5
2016-05-09,8.455246925354004,9.071486553056449,8.355316589891565,8.93824575280528,12767400,3.499000072479248,43.630001068115234,50990.0,0.052531,0.78,14.178275108337402,0.98,100.5
2016-05-10,8.810556411743164,8.860521845086527,8.399730338956212,8.660660641164956,8016000,3.513000011444092,45.52000045776367,53071.0,0.052531,0.78,14.736042976379395,0.98,100.5
2016-05-11,8.849418640136719,9.132556286950612,8.649557425826332,9.010418084027506,6661200,3.470400094985962,47.599998474121094,52764.0,0.052531,0.78,14.641423225402832,0.98,100.5
2016-05-12,8.571831703186035,9.021520010515124,8.449694582710519,8.916037326206856,4689800,3.447000026702881,48.08000183105469,53241.0,0.052531,0.78,14.292816162109375,0.98,100.5
2016-05-13,8.149904251098633,8.8161088385331,8.105490647233129,8.555178518734328,10433800,3.477099895477295,47.83000183105469,51804.0,0.052531,0.78,14.08863353729248,0.98,100.5
2016-05-16,8.2886962890625,8.693970527044529,8.105490054159407,8.105490054159407,5971900,3.5302000045776367,48.970001220703125,51803.0,0.052531,0.78,14.452178001403809,0.98,100.5
2016-05-17,8.399730682373047,8.738384535226519,8.111041735453833,8.427489316415572,8606900,3.494499921798706,49.279998779296875,50839.0,0.052531,0.78,14.661343574523926,0.98,100.5
2016-05-18,8.166558265686035,8.49966078519654,8.155454601291483,8.227626831500487,6588600,3.4860999584198,48.93000030517578,50562.0,0.052531,0.78,14.173294067382812,0.98,100.5
